adaptor_index voice rate_parameter
69 A 1.0557639769987504
46 H 0.8778833097339096
6 H 0.8778833097339096
51 J 1.000694616852752
39 F 0.9611845597193018
32 I 0.9246910546412141
12 E 1.0079091559018178
70 H 0.8778833097339096
60 E 1.0079091559018178
34 C 1.0428524909070924
59 J 1.000694616852752
40 I 0.9246910546412141
41 D 1.0303827053653258
52 E 1.0079091559018178
42 C 1.0428524909070924
5 A 1.0557639769987504
29 A 1.0557639769987504
3 J 1.000694616852752
11 J 1.000694616852752
30 H 0.8778833097339096
33 D 1.0303827053653258
35 J 1.000694616852752
20 E 1.0079091559018178
2 C 1.0428524909070924
19 J 1.000694616852752
67 J 1.000694616852752
31 F 0.9611845597193018
61 A 1.0557639769987504
68 E 1.0079091559018178
48 I 0.9246910546412141
43 J 1.000694616852752
13 A 1.0557639769987504
27 J 1.000694616852752
21 A 1.0557639769987504
49 D 1.0303827053653258
71 F 0.9611845597193018
47 F 0.9611845597193018
53 A 1.0557639769987504
7 F 0.9611845597193018
28 E 1.0079091559018178
38 H 0.8778833097339096
55 F 0.9611845597193018
0 I 0.9246910546412141
58 C 1.0428524909070924
63 F 0.9611845597193018
45 A 1.0557639769987504
15 F 0.9611845597193018
23 F 0.9611845597193018
37 A 1.0557639769987504
1 D 1.0303827053653258
18 C 1.0428524909070924
66 C 1.0428524909070924
22 H 0.8778833097339096
8 I 0.9246910546412141
65 D 1.0303827053653258
56 I 0.9246910546412141
17 D 1.0303827053653258
14 H 0.8778833097339096
50 C 1.0428524909070924
24 I 0.9246910546412141
25 D 1.0303827053653258
36 E 1.0079091559018178
16 I 0.9246910546412141
26 C 1.0428524909070924
62 H 0.8778833097339096
54 H 0.8778833097339096
57 D 1.0303827053653258
4 E 1.0079091559018178
64 I 0.9246910546412141
44 E 1.0079091559018178
10 C 1.0428524909070924
9 D 1.0303827053653258
