adaptor_index voice rate_parameter
6 F 0.9611845597193018
52 A 1.0557639769987504
67 E 1.0079091559018178
33 C 1.0428524909070924
47 I 0.9246910546412141
1 C 1.0428524909070924
46 F 0.9611845597193018
71 I 0.9246910546412141
70 F 0.9611845597193018
51 E 1.0079091559018178
42 D 1.0303827053653258
20 A 1.0557639769987504
41 C 1.0428524909070924
37 H 0.8778833097339096
12 A 1.0557639769987504
34 D 1.0303827053653258
27 E 1.0079091559018178
60 A 1.0557639769987504
45 H 0.8778833097339096
5 H 0.8778833097339096
11 E 1.0079091559018178
30 F 0.9611845597193018
31 I 0.9246910546412141
9 C 1.0428524909070924
49 C 1.0428524909070924
4 A 1.0557639769987504
28 A 1.0557639769987504
59 E 1.0079091559018178
19 E 1.0079091559018178
39 I 0.9246910546412141
38 F 0.9611845597193018
68 A 1.0557639769987504
2 D 1.0303827053653258
18 D 1.0303827053653258
8 J 1.000694616852752
0 J 1.000694616852752
69 H 0.8778833097339096
7 I 0.9246910546412141
58 D 1.0303827053653258
29 H 0.8778833097339096
16 J 1.000694616852752
36 A 1.0557639769987504
10 D 1.0303827053653258
13 H 0.8778833097339096
57 C 1.0428524909070924
23 I 0.9246910546412141
22 F 0.9611845597193018
15 I 0.9246910546412141
14 F 0.9611845597193018
35 E 1.0079091559018178
26 D 1.0303827053653258
61 H 0.8778833097339096
32 J 1.000694616852752
44 A 1.0557639769987504
24 J 1.000694616852752
25 C 1.0428524909070924
53 H 0.8778833097339096
50 D 1.0303827053653258
40 J 1.000694616852752
56 J 1.000694616852752
62 F 0.9611845597193018
3 E 1.0079091559018178
63 I 0.9246910546412141
43 E 1.0079091559018178
17 C 1.0428524909070924
21 H 0.8778833097339096
65 C 1.0428524909070924
48 J 1.000694616852752
54 F 0.9611845597193018
64 J 1.000694616852752
55 I 0.9246910546412141
66 D 1.0303827053653258
