adaptor_index voice rate_parameter
23 E 1.0079091559018178
6 F 0.9611845597193018
1 A 1.0557639769987504
46 F 0.9611845597193018
70 F 0.9611845597193018
42 D 1.0303827053653258
35 I 0.9246910546412141
15 E 1.0079091559018178
34 D 1.0303827053653258
43 I 0.9246910546412141
5 C 1.0428524909070924
63 E 1.0079091559018178
37 C 1.0428524909070924
55 E 1.0079091559018178
45 C 1.0428524909070924
30 F 0.9611845597193018
25 A 1.0557639769987504
9 A 1.0557639769987504
4 H 0.8778833097339096
44 H 0.8778833097339096
57 A 1.0557639769987504
36 H 0.8778833097339096
65 A 1.0557639769987504
38 F 0.9611845597193018
17 A 1.0557639769987504
41 A 1.0557639769987504
2 D 1.0303827053653258
18 D 1.0303827053653258
8 J 1.000694616852752
20 H 0.8778833097339096
59 I 0.9246910546412141
0 J 1.000694616852752
33 A 1.0557639769987504
52 H 0.8778833097339096
69 C 1.0428524909070924
60 H 0.8778833097339096
58 D 1.0303827053653258
29 C 1.0428524909070924
12 H 0.8778833097339096
39 E 1.0079091559018178
19 I 0.9246910546412141
3 I 0.9246910546412141
47 E 1.0079091559018178
13 C 1.0428524909070924
28 H 0.8778833097339096
16 J 1.000694616852752
7 E 1.0079091559018178
67 I 0.9246910546412141
10 D 1.0303827053653258
49 A 1.0557639769987504
22 F 0.9611845597193018
14 F 0.9611845597193018
61 C 1.0428524909070924
26 D 1.0303827053653258
32 J 1.000694616852752
24 J 1.000694616852752
51 I 0.9246910546412141
71 E 1.0079091559018178
50 D 1.0303827053653258
40 J 1.000694616852752
56 J 1.000694616852752
62 F 0.9611845597193018
27 I 0.9246910546412141
68 H 0.8778833097339096
53 C 1.0428524909070924
31 E 1.0079091559018178
48 J 1.000694616852752
11 I 0.9246910546412141
21 C 1.0428524909070924
54 F 0.9611845597193018
64 J 1.000694616852752
66 D 1.0303827053653258
