adaptor_index error voice rate_parameter
0 0.9206666666666621 J 2.0167443366596554
1 0.025874999999999204 A 0.521704046279475
3 0.07833333333333314 I 0.46264733620649695
4 -0.004041666666665833 H 1.7557074842726497
6 0.5427083333333371 F 1.93106316727912
7 0.5339166666666699 E 0.5061968258543336
9 -0.5581666666666649 A 0.5254266040834247
10 0.037666666666666515 D 2.09155755335625
12 -0.0020416666666669414 H 1.7828217743992008
13 0.018208333333333826 C 0.5092553400197528
15 -0.06137499999999996 E 0.3966531360050158
16 0.030541666666666245 J 2.0763256637092735
18 -0.008958333333334068 D 2.017800974029029
19 -0.0039166666666670125 I 0.45553430793170496
21 -0.01808333333333323 C 0.5115158389016589
22 0.017416666666667524 F 2.0100556371927896
24 0.006125000000000824 J 2.040055642463858
25 0.0 A 0.5487619206528108
27 -0.036749999999999616 I 0.46064640750770386
28 0.026791666666666103 H 1.836346894197603
30 -0.009166666666667211 F 1.8800341259746554
31 0.0035000000000007248 E 0.4890847533815793
33 0.0010833333333337691 A 0.5043886889847851
34 -0.003875000000000739 D 2.1356277304145816
36 -0.03133333333333255 H 1.771662209676122
37 -0.03275000000000006 C 0.5197185744996858
39 0.022291666666665932 E 0.4983583351159435
40 0.038916666666667155 J 2.1077448962219876
42 0.027958333333334195 D 2.0925135439726814
43 -0.00558333333333394 I 0.46208738440118635
45 -0.007458333333334011 C 0.4937132814342465
46 0.046499999999999986 F 1.9313081358439932
48 0.018124999999999503 J 2.1091523092325772
49 -0.0727499999999992 A 0.47550665649033197
51 -0.05145833333333272 I 0.4249763488967008
52 0.00137499999999946 H 1.8039177899977923
54 -0.012791666666666757 F 1.996018524715718
55 0.0012500000000006395 E 0.5096877699612259
57 -0.06541666666666579 A 0.4933694671511794
58 0.013500000000000512 D 2.0934516857449474
60 0.031625000000000014 H 1.828381461137513
61 -0.022708333333333997 C 0.4959837143461197
63 -0.09224999999999994 E 0.4346122351219879
64 0.04104166666666664 J 2.0843605102806038
66 0.03175000000000061 D 2.1683738774259456
67 0.006458333333332789 I 0.4869811341574393
69 -0.0991250000000008 C 0.5162576077954879
70 -0.017458333333333798 F 1.804471895907159
